ids,desc_lang
99315,lt
99316,fi
99317,en
99318,lv
99319,pt
99320,ro
99321,es
99322,ru
99323,pl
99324,de
99325,cs
99326,nl
99327,pt
99328,hu
99329,it
99330,sv
99331,nl
99332,it
99333,lt
99334,es
99335,et
99336,pt
99337,lv
99338,bg
99339,bg
99340,da
99341,el
99342,es
99343,it
99344,sv
99345,fr
99346,de
99347,sk
99348,pt
99349,ro
99350,fr
99351,nl
99352,pt
99353,sk
99354,fi
99355,fr
99356,el
99357,it
99358,es
99359,pl
99360,lv
99361,et
99362,en
99363,es
99364,nl
99365,nl
99366,pt
99367,sk
99368,lt
99369,hu
99370,it
99371,en
99372,cs
99373,de
99374,fr
99375,nl
99376,en
99377,de
99378,hu
99379,pt
99380,et
99381,lt
99382,hu
99383,es
99384,fr
99385,fr
99386,nl
99387,sv
99388,fr
99389,et
99390,en
99391,es
99392,nl
99393,en
99394,fr
99395,en
99396,fr
99397,sv
99398,fr
99399,es
99400,ro
99401,en
99402,bg
99403,lt
99404,en
99405,pt
99406,en
99407,pl
99408,ro
99409,hu
99410,sv
99411,et
99412,es
99413,cs
99414,de
99415,pl
99416,hu
99417,sv
99418,hu
99419,lt
99420,lt
99421,fr
99422,nl
99423,et
99424,bg
99425,et
99426,bg
99427,es
99428,it
99429,lt
99430,de
99431,de
99432,en
99433,bg
99434,el
99435,cs
99436,et
99437,en
99438,et
99439,es
99440,nl
99441,bg
99442,cs
99443,et
99444,sv
99445,et
99446,es
99447,fi
99448,fr
99449,fr
99450,fr
99451,hu
99452,es
99453,fr
99454,cs
99455,hu
99456,nl
99457,nl
99458,en
99459,nl
99460,es
99461,fr
99462,el
99463,el
99464,sk
99465,de
99466,en
99467,nl
99468,pt
99469,sv
99470,sv
99471,cs
99472,it
99473,de
99474,lv
99475,it
99476,lv
99477,it
99478,sv
99479,it
99480,it
99481,nl
99482,lv
99483,hu
99484,sv
99485,en
99486,nl
99487,el
99488,sl
99489,es
99490,sl
99491,bg
99492,pt
99493,sk
99494,hr
99495,cs
99496,de
99497,en
99498,bg
99499,de
99500,ro
99501,cs
99502,fr
99503,nl
99504,nl
99505,en
99506,de
99507,sv
99508,sv
99509,cs
99510,lv
99511,cs
99512,es
99513,de
99514,pt
99515,nl
99516,de
99517,pt
99518,de
99519,hu
99520,en
99521,es
99522,de
99523,el
99524,de
99525,de
99526,fi
99527,fr
99528,fr
99529,de
99530,pt
99531,fr
99532,fr
99533,de
99534,de
99535,it
99536,it
99537,sv
99538,es
99539,de
99540,nl
99541,fr
99542,lv
99543,sk
99544,nl
99545,en
99546,cs
99547,en
99548,en
99549,fr
99550,en
99551,sk
99552,hu
99553,pl
99554,nl
99555,it
99556,nl
99557,ru
99558,cs
99559,cs
99560,hu
99561,nl
99562,en
99563,hu
99564,es
99565,lt
99566,en
99567,ro
99568,lt
99569,it
99570,en
99571,it
99572,et
99573,es
99574,it
99575,fr
99576,it
99577,de
99578,nl
99579,en
99580,et
99581,de
99582,pl
99583,ro
99584,bg
99585,es
99586,de
99587,pt
99588,pt
99589,sv
99590,cs
99591,lt
99592,sl
99593,fr
99594,nl
99595,de
99596,sv
99597,fr
99598,nl
99599,nl
99600,et
99601,lv
99602,el
99603,fr
99604,it
99605,lv
99606,pt
99607,sk
99608,en
99609,fi
99610,de
99611,lt
99612,en
99613,pt
99614,el
99615,de
99616,fr
99617,et
99618,lv
99619,sv
99620,en
99621,es
99622,sk
99623,en
99624,fr
99625,it
99626,fr
99627,es
99628,sv
99629,en
99630,fi
99631,en
99632,pt
99633,sk
99634,it
99635,et
99636,pl
99637,es
99638,de
99639,en
99640,sk
99641,es
99642,en
99643,fi
99644,en
99645,fr
99646,sl
99647,en
99648,cs
99649,it
99650,sk
99651,sk
99652,hr
99653,fr
99654,it
99655,sk
99656,en
99657,fr
99658,es
99659,es
99660,lv
99661,pl
99662,cs
99663,it
99664,en
99665,fr
99666,it
99667,da
99668,cs
99669,et
99670,fr
99671,it
99672,hr
99673,lt
99674,en
99675,en
99676,de
99677,it
99678,es
99679,fr
99680,fr
99681,es
99682,pt
99683,sk
99684,sl
99685,it
99686,nl
99687,ru
99688,sk
99689,nl
99690,fr
99691,fr
99692,bg
99693,bg
99694,hu
99695,sk
99696,es
99697,hr
99698,et
99699,fi
99700,it
99701,it
99702,hu
99703,de
99704,sk
99705,et
99706,pt
99707,es
99708,lt
99709,nl
99710,el
99711,en
99712,nl
99713,en
99714,de
99715,bg
99716,de
99717,bg
99718,it
99719,en
99720,de
99721,fr
99722,bg
99723,it
99724,pt
99725,pt
99726,lv
99727,es
99728,hu
99729,bg
99730,pl
99731,da
99732,pl
99733,pl
99734,pt
99735,de
99736,sv
99737,es
99738,el
99739,sv
99740,en
99741,pt
99742,it
99743,es
99744,fr
99745,fr
99746,lv
99747,en
99748,es
99749,sk
99750,fr
99751,sv
99752,nl
99753,fr
99754,nl
99755,hu
99756,cs
99757,nl
99758,bg
99759,sv
99760,sv
99761,es
99762,it
99763,ro
99764,es
99765,lt
99766,pl
99767,en
99768,pl
99769,es
99770,en
99771,fr
99772,es
99773,it
99774,sv
99775,de
99776,pt
99777,it
99778,sk
99779,fr
99780,nl
99781,es
99782,de
99783,hu
99784,de
99785,fr
99786,nl
99787,sk
99788,fr
99789,fr
99790,lv
99791,et
99792,hu
99793,de
99794,pt
99795,lt
99796,nl
99797,fr
99798,sk
99799,es
99800,el
99801,es
99802,de
99803,nl
99804,en
99805,es
99806,lt
99807,nl
99808,es
99809,bg
99810,es
99811,lt
99812,fr
99813,pt
99814,cs
99815,de
99816,nl
99817,en
99818,ro
99819,lt
99820,nl
99821,it
99822,fr
99823,pl
99824,de
99825,fr
99826,et
99827,es
99828,en
99829,it
99830,pl
99831,en
99832,it
99833,cs
99834,de
99835,en
99836,pl
99837,ro
99838,de
99839,de
99840,sk
99841,it
99842,de
99843,en
99844,nl
99845,en
99846,nl
99847,de
99848,fr
99849,ro
99850,sk
99851,es
99852,pl
99853,nl
99854,nl
99855,en
99856,en
99857,ro
99858,lt
99859,en
99860,it
99861,it
99862,pl
99863,sk
99864,de
99865,fr
99866,lv
99867,nl
99868,es
99869,lv
99870,nl
99871,lv
99872,sk
99873,de
99874,lv
99875,en
99876,ca
99877,lt
99878,en
99879,nl
99880,fr
99881,pl
99882,es
99883,el
99884,de
99885,en
99886,ru
99887,de
99888,de
99889,ro
99890,es
99891,ro
99892,es
99893,lv
99894,es
99895,bg
99896,de
99897,nl
99898,de
99899,el
99900,en
99901,nl
99902,el
99903,it
99904,de
99905,en
99906,hu
99907,sv
99908,it
99909,es
99910,de
99911,es
99912,el
99913,de
99914,fr
99915,fr
99916,sk
99917,cs
99918,hu
99919,sv
99920,en
99921,fr
99922,de
99923,en
99924,pl
99925,en
99926,ro
99927,fr
99928,fr
99929,el
99930,es
99931,lt
99932,en
99933,de
99934,de
99935,fi
99936,bg
99937,de
99938,es
99939,nl
99940,lv
99941,de
99942,el
99943,sk
99944,es
99945,es
99946,fr
99947,de
99948,pl
99949,en
99950,fr
99951,nl
99952,it
99953,fr
99954,fr
99955,hu
99956,lv
99957,bg
99958,fi
99959,et
99960,ro
99961,it
99962,nl
99963,hr
99964,nl
99965,bg
99966,fr
99967,nl
99968,cs
99969,en
99970,de
99971,pt
99972,sk
99973,es
99974,es
99975,de
99976,nl
99977,sk
99978,de
99979,es
99980,lt
99981,fr
99982,sk
99983,pl
99984,sv
99985,en
99986,nl
99987,sv
99988,fi
99989,en
99990,fr
99991,hu
99992,fr
99993,en
99994,pl
99995,pt
99996,sk
99997,en
99998,nl
99999,de
100000,fi
100001,de
100002,nl
100003,fi
100004,da
100005,el
100006,es
100007,pt
100008,de
100009,sv
100010,it
100011,en
100012,lv
100013,it
100014,nl
100015,pl
100016,sv
100017,es
100018,de
100019,es
100020,fr
100021,lt
100022,en
100023,et
100024,pl
100025,et
100026,fr
100027,el
100028,bg
100029,cs
100030,hr
100031,sv
100032,de
100033,en
100034,es
100035,it
100036,nl
100037,nl
100038,pt
100039,de
100040,lt
100041,de
100042,es
100043,da
100044,de
100045,sk
100046,pl
100047,el
100048,ro
100049,fr
100050,de
100051,nl
100052,lt
100053,sk
100054,ro
100055,de
100056,lt
100057,ca
100058,lv
100059,fr
100060,pt
100061,nl
100062,hu
100063,de
100064,es
100065,nl
100066,cs
100067,de
100068,hu
100069,en
100070,de
100071,nl
100072,it
100073,hu
100074,es
100075,el
100076,de
100077,de
100078,it
100079,hr
100080,de
100081,nl
100082,fr
100083,sv
100084,el
100085,sv
100086,fr
100087,de
100088,de
100089,da
100090,hu
100091,fr
100092,fr
100093,lv
100094,it
100095,sv
100096,es
100097,fr
100098,en
100099,pl
100100,de
100101,en
100102,nl
100103,en
100104,lv
100105,es
100106,en
100107,cs
100108,it
100109,nl
100110,de
100111,pt
100112,ca
100113,lt
100114,fi
100115,de
100116,de
100117,ro
100118,it
100119,es
100120,hr
100121,bg
100122,de
100123,it
100124,sk
100125,de
100126,pt
100127,el
100128,en
100129,de
100130,de
100131,nl
100132,fr
100133,sk
100134,es
100135,en
100136,hu
100137,lt
100138,fi
100139,en
100140,lt
100141,de
100142,hu
100143,bg
100144,de
100145,pt
100146,pl
100147,nl
100148,hu
100149,el
100150,fr
100151,pt
100152,nl
100153,cs
100154,nl
100155,nl
100156,fr
100157,el
100158,pt
100159,et
100160,es
100161,en
100162,es
100163,es
100164,es
100165,it
100166,en
100167,lv
100168,nl
100169,pl
100170,hu
100171,hr
100172,fr
100173,nl
100174,nl
100175,lt
100176,ro
100177,sv
100178,es
100179,nl
100180,sk
100181,cs
100182,fr
100183,it
100184,sk
100185,et
100186,cs
100187,nl
100188,de
100189,pl
100190,en
100191,es
100192,hu
100193,da
100194,da
100195,lt
100196,bg
100197,cs
100198,de
100199,it
100200,nl
100201,en
100202,en
100203,sk
100204,pl
100205,en
100206,de
100207,fr
100208,de
100209,nl
100210,nl
100211,el
100212,el
100213,en
100214,it
100215,bg
100216,No language detected.
100217,nl
100218,en
100219,bg
100220,fr
100221,de
100222,en
100223,en
100224,es
100225,hr
100226,es
100227,lt
100228,pt
100229,sv
100230,de
100231,sk
100232,et
100233,sk
100234,lv
100235,bg
100236,en
100237,en
100238,en
100239,fr
100240,fi
100241,es
100242,es
100243,en
100244,fi
100245,de
100246,en
100247,sv
100248,it
100249,fr
100250,hu
100251,da
100252,nl
100253,pt
100254,nl
100255,de
100256,it
100257,sv
100258,pl
100259,en
100260,de
100261,pl
100262,it
100263,de
100264,en
100265,nl
100266,nl
100267,de
100268,es
100269,es
100270,de
100271,nl
100272,lv
100273,de
100274,nl
100275,it
100276,nl
100277,da
100278,el
100279,fr
100280,en
100281,en
100282,fr
100283,pl
100284,fr
100285,sv
100286,en
100287,it
100288,it
100289,de
100290,bg
100291,fr
100292,lt
100293,nl
100294,fr
100295,it
100296,nl
100297,fi
100298,bg
100299,hr
100300,sv
100301,pt
100302,en
100303,en
100304,en
100305,fr
100306,fr
100307,en
100308,lt
100309,el
100310,pt
100311,pt
100312,bg
100313,nl
100314,nl
100315,es
100316,lv
100317,lt
100318,hu
100319,nl
100320,sv
100321,et
100322,fr
100323,fr
100324,en
100325,fr
100326,pt
100327,de
100328,pl
100329,de
100330,en
100331,cs
100332,lt
100333,lv
100334,ro
100335,es
100336,pt
100337,de
100338,bg
100339,es
100340,nl
100341,pt
100342,bg
100343,de
100344,pl
100345,sk
100346,de
100347,sk
100348,en
100349,it
100350,pl
100351,fi
100352,hu
100353,fi
100354,es
100355,sv
100356,sk
100357,hu
100358,it
100359,en
100360,lv
100361,es
100362,en
100363,fr
100364,et
100365,lv
100366,pl
100367,nl
100368,bg
100369,nl
100370,et
100371,sk
100372,nl
100373,el
100374,de
100375,es
100376,en
100377,de
100378,es
100379,el
100380,sv
100381,sl
100382,es
100383,fr
100384,en
100385,sv
100386,cs
100387,nl
100388,pl
100389,lv
100390,fr
100391,bg
100392,hr
100393,en
100394,de
100395,it
100396,lt
100397,fr
100398,en
100399,de
100400,es
100401,fr
100402,lt
100403,fi
100404,en
100405,el
100406,de
100407,fr
100408,es
100409,en
100410,et
100411,pl
100412,en
100413,pl
100414,lv
100415,cs
100416,en
100417,hr
100418,lv
100419,el
100420,pt
100421,hu
100422,lt
100423,cs
100424,fi
100425,lv
100426,de
100427,et
100428,es
100429,fr
100430,es
100431,bg
100432,bg
100433,sv
100434,lv
100435,ro
100436,fr
100437,it
100438,et
100439,de
100440,es
100441,es
100442,hu
100443,sk
100444,pl
100445,en
100446,es
100447,fr
100448,nl
100449,fr
100450,da
100451,sv
100452,fr
100453,en
100454,fr
100455,lv
100456,pl
100457,en
100458,en
100459,fr
100460,cs
100461,lt
100462,fr
100463,sk
100464,it
100465,pt
100466,et
100467,es
100468,pt
100469,en
100470,es
100471,et
100472,fr
100473,nl
100474,pl
100475,hu
100476,bg
100477,pt
100478,fi
100479,de
100480,lt
100481,pt
100482,bg
100483,cs
100484,sk
100485,nl
100486,da
100487,en
100488,es
100489,pt
100490,fr
100491,hu
100492,et
100493,en
100494,hu
100495,de
100496,es
100497,pl
100498,lv
100499,nl
100500,el
100501,de
100502,pt
100503,de
100504,nl
100505,nl
100506,bg
100507,hu
100508,es
100509,ro
100510,es
100511,es
100512,pl
100513,en
100514,cs
100515,en
100516,hr
100517,en
100518,lv
100519,es
100520,fr
100521,it
100522,lv
100523,es
100524,pl
100525,de
100526,fr
100527,it
100528,it
100529,fr
100530,pt
100531,ro
100532,fr
100533,en
100534,ro
100535,bg
100536,pt
100537,fi
100538,nl
100539,it
100540,nl
100541,pl
100542,el
100543,es
100544,pl
100545,fr
100546,de
100547,nl
100548,fi
100549,it
100550,et
100551,de
100552,fr
100553,nl
100554,pl
100555,fr
100556,nl
100557,en
100558,de
100559,nl
100560,cs
100561,en
100562,sk
100563,pt
100564,en
100565,hu
100566,sv
100567,fr
100568,sk
100569,cs
100570,da
100571,it
100572,pl
100573,et
100574,sv
100575,es
100576,nl
100577,en
100578,sv
100579,es
100580,sv
100581,nl
100582,bg
100583,lv
100584,fr
100585,de
100586,it
100587,sv
100588,fr
100589,nl
100590,pl
100591,nl
100592,sv
100593,de
100594,nl
100595,nl
100596,de
100597,sl
100598,nl
100599,en
100600,hr
100601,fr
100602,en
100603,es
100604,hu
100605,pl
100606,lt
100607,es
100608,lv
100609,sk
100610,lt
100611,es
100612,en
100613,pt
100614,pt
100615,lt
100616,lt
100617,en
100618,fr
100619,de
100620,pt
100621,en
100622,pt
100623,de
100624,fr
100625,de
100626,hu
100627,en
100628,lt
100629,de
100630,en
100631,fr
100632,en
100633,el
100634,pl
100635,cs
100636,bg
100637,de
100638,el
100639,nl
100640,it
100641,es
100642,fr
100643,sk
100644,de
100645,sv
100646,it
100647,it
100648,en
100649,nl
100650,fr
100651,pl
100652,it
100653,es
100654,de
100655,it
100656,de
100657,de
100658,nl
100659,fr
100660,de
100661,nl
100662,it
100663,pt
100664,es
100665,lt
100666,hr
100667,sl
100668,nl
100669,fr
100670,en
100671,en
100672,it
100673,lt
100674,en
100675,el
100676,en
100677,sk
100678,bg
100679,en
100680,en
100681,pl
100682,lv
100683,sv
100684,da
100685,nl
100686,lt
100687,el
100688,en
100689,pt
100690,en
100691,lv
100692,sv
100693,es
100694,fr
100695,lv
100696,it
100697,lv
100698,es
100699,de
100700,es
100701,cs
100702,sk
100703,fr
100704,cs
100705,nl
100706,de
100707,es
100708,fi
100709,es
100710,sv
100711,hu
100712,lv
100713,fr
100714,it
100715,nl
100716,sk
100717,de
100718,lv
100719,en
100720,pl
100721,de
100722,sv
100723,es
100724,ro
100725,sv
100726,bg
100727,it
100728,hr
100729,cs
100730,pt
100731,da
100732,pt
100733,es
100734,it
100735,pl
100736,fi
100737,es
100738,de
100739,en
100740,pt
100741,pt
100742,pt
100743,nl
100744,lv
100745,nl
100746,cs
100747,fi
100748,cs
100749,en
100750,fr
100751,ro
100752,es
100753,fr
100754,bg
100755,nl
100756,fr
100757,lv
100758,en
100759,fr
100760,lt
100761,fr
100762,lt
100763,lv
100764,de
100765,da
100766,fi
100767,es
100768,fr
100769,nl
100770,sk
100771,fr
100772,ca
100773,lt
100774,es
100775,de
100776,de
100777,de
100778,nl
100779,sk
100780,en
100781,sk
100782,fr
100783,hu
100784,en
100785,cs
100786,en
100787,lv
100788,en
100789,en
100790,de
100791,it
100792,lv
100793,es
100794,es
100795,sk
100796,en
100797,it
100798,sk
100799,en
100800,fr
100801,en
100802,en
100803,es
100804,de
100805,es
100806,et
100807,pl
100808,de
100809,de
100810,en
100811,sv
100812,de
100813,sv
100814,fr
100815,bg
100816,el
100817,pt
100818,ro
100819,de
100820,sk
100821,de
100822,fr
100823,bg
100824,en
100825,sv
100826,sl
100827,nl
100828,da
100829,it
100830,hu
100831,en
100832,es
100833,lt
100834,hu
100835,nl
100836,sv
100837,no
100838,sv
100839,lt
100840,es
100841,it
100842,cs
100843,de
100844,it
100845,sk
100846,nl
100847,bg
100848,en
100849,el
100850,fr
100851,et
100852,et
100853,es
100854,fi
100855,en
100856,pl
100857,lv
100858,fr
100859,fi
100860,fr
100861,fr
100862,es
100863,cs
100864,it
100865,en
100866,es
100867,nl
100868,lv
100869,it
100870,sk
100871,es
100872,es
100873,el
100874,de
100875,pt
100876,en
100877,es
100878,de
100879,nl
100880,el
100881,de
100882,sv
100883,fr
100884,ro
100885,hu
100886,es
100887,nl
100888,en
100889,fr
100890,nl
100891,sk
100892,hu
100893,fr
100894,de
100895,pt
100896,el
100897,sv
100898,es
100899,et
100900,en
100901,fr
100902,pl
100903,en
100904,sk
100905,de
100906,nl
100907,es
100908,fr
100909,de
100910,it
100911,cs
100912,lt
100913,sk
100914,en
100915,sk
100916,nl
100917,cs
100918,pt
100919,it
100920,et
100921,et
100922,de
100923,cs
100924,de
100925,sl
100926,en
100927,ro
100928,cs
100929,bg
100930,de
100931,pt
100932,en
100933,es
100934,en
100935,it
100936,bg
100937,it
100938,es
100939,nl
100940,de
100941,hu
100942,nl
100943,it
100944,fr
100945,nl
100946,ro
100947,es
100948,bg
100949,el
100950,hu
100951,de
100952,sk
100953,nl
100954,fr
100955,de
100956,bg
100957,es
100958,cs
100959,pt
100960,nl
100961,pl
100962,it
100963,en
100964,fr
100965,es
100966,es
100967,fr
100968,it
100969,nl
100970,it
100971,lt
100972,en
100973,da
100974,fr
100975,it
100976,de
100977,en
100978,lv
100979,en
100980,No language detected.
100981,de
100982,et
100983,sk
100984,de
100985,hu
100986,fr
100987,et
100988,de
100989,da
100990,es
100991,nl
100992,hr
100993,da
100994,es
100995,en
100996,de
100997,nl
100998,cs
100999,lv
101000,nl
101001,lt
101002,fr
101003,hu
101004,pl
101005,es
101006,fr
101007,es
101008,lv
101009,en
101010,it
101011,fr
101012,de
101013,fi
101014,bg
101015,en
101016,nl
101017,de
101018,pl
101019,fr
101020,de
101021,hr
101022,es
101023,en
101024,de
101025,it
101026,fr
101027,de
101028,en
101029,it
101030,el
101031,ca
101032,sl
101033,fr
101034,sv
101035,de
101036,nl
101037,en
101038,el
101039,nl
101040,ro
101041,de
101042,de
101043,el
101044,es
101045,pt
101046,es
101047,et
101048,lv
101049,es
101050,en
101051,pt
101052,lt
101053,et
101054,it
101055,hu
101056,hu
101057,fr
101058,cs
101059,nl
101060,fr
101061,de
101062,pt
101063,de
101064,es
101065,fr
101066,fr
101067,nl
101068,el
101069,es
101070,sl
101071,de
101072,de
101073,fr
101074,it
101075,sv
101076,bg
101077,ro
101078,sk
101079,fr
101080,it
101081,lt
101082,el
101083,de
101084,et
101085,pt
101086,es
101087,es
101088,es
101089,es
101090,et
101091,et
101092,en
101093,de
101094,de
101095,nl
101096,de
101097,sv
101098,fi
101099,nl
101100,cs
101101,nl
101102,lv
101103,bg
101104,es
101105,es
101106,fi
101107,fr
101108,hu
101109,fr
101110,nl
101111,et
101112,fr
101113,it
101114,pt
101115,es
101116,bg
101117,cs
101118,hu
101119,de
101120,en
101121,sk
101122,de
101123,el
101124,el
101125,fr
101126,et
101127,fr
101128,fr
101129,hu
101130,es
101131,et
101132,de
101133,fr
101134,es
101135,it
101136,it
101137,fr
101138,es
101139,de
101140,et
101141,fr
101142,pl
101143,en
101144,fi
101145,sk
101146,de
101147,it
101148,en
101149,cs
101150,en
101151,pt
101152,pl
101153,en
101154,pt
101155,fr
101156,en
101157,fr
101158,et
101159,nl
101160,sk
101161,en
101162,lv
101163,es
101164,nl
101165,es
101166,pl
101167,es
101168,es
101169,hr
101170,sl
101171,nl
101172,en
101173,en
101174,sv
101175,it
101176,de
101177,da
101178,en
101179,en
101180,fr
101181,it
101182,fi
101183,es
101184,es
101185,sv
101186,hr
101187,el
101188,en
101189,fr
101190,es
101191,nl
101192,pt
101193,pt
101194,it
101195,hu
101196,de
101197,cs
101198,it
101199,sv
101200,en
101201,fr
101202,pt
101203,bg
101204,nl
101205,de
101206,de
101207,en
101208,es
101209,de
101210,ro
101211,nl
101212,en
101213,nl
101214,fr
101215,it
101216,cs
101217,nl
101218,hu
101219,de
101220,nl
101221,de
101222,es
101223,fr
101224,en
101225,nl
101226,lt
101227,de
101228,nl
101229,ro
101230,es
101231,cs
101232,sl
101233,fr
101234,cs
101235,nl
101236,en
101237,sk
101238,pl
101239,it
101240,pl
101241,hu
101242,es
101243,de
101244,et
101245,bg
101246,es
101247,en
101248,it
101249,it
101250,nl
101251,lv
101252,fr
101253,fr
101254,nl
101255,pl
101256,sv
101257,ro
101258,hu
101259,it
101260,cs
101261,hu
101262,de
101263,sl
101264,de
101265,ro
101266,en
101267,fi
101268,de
101269,nl
101270,lv
101271,es
101272,hu
101273,hu
101274,de
101275,it
101276,hr
101277,nl
101278,it
101279,en
101280,sk
101281,cs
101282,bg
101283,lv
101284,it
101285,pt
101286,de
101287,pt
101288,lv
101289,es
101290,cs
101291,fr
101292,en
101293,en
101294,hu
101295,pt
101296,sv
101297,es
101298,de
101299,sv
101300,en
101301,es
101302,pt
101303,fr
101304,pt
101305,ro
101306,lv
101307,hu
101308,lt
101309,lt
101310,pl
101311,it
101312,bg
101313,sk
101314,de
101315,et
101316,et
101317,fr
101318,fr
101319,en
101320,fi
101321,et
101322,en
101323,fr
101324,de
101325,ro
101326,fr
101327,lv
101328,fr
101329,fr
101330,de
101331,pt
101332,fr
101333,pt
101334,nl
101335,es
101336,sk
101337,lv
101338,en
101339,en
101340,pl
101341,nl
101342,nl
101343,pt
101344,nl
101345,nl
101346,fr
101347,lt
101348,et
101349,et
101350,hr
101351,hr
101352,cs
101353,pt
101354,de
101355,sv
101356,fr
101357,de
101358,cs
101359,es
101360,de
101361,da
101362,it
101363,sl
101364,es
101365,nl
101366,de
101367,et
101368,fr
101369,lv
101370,et
101371,hu
101372,de
101373,sk
101374,fi
101375,sv
101376,cs
101377,fi
101378,nl
101379,et
101380,it
101381,pt
101382,cs
101383,en
101384,it
101385,ru
101386,pl
101387,vi
101388,de
101389,et
101390,pl
101391,pt
101392,it
101393,fr
101394,fr
101395,de
101396,sk
101397,de
101398,en
101399,cs
101400,sk
101401,en
101402,nl
101403,en
101404,lt
101405,fi
101406,bg
101407,nl
101408,nl
101409,nl
101410,hr
101411,es
101412,fi
101413,fr
101414,nl
101415,fr
101416,de
101417,bg
101418,es
101419,sv
101420,lv
101421,de
101422,nl
101423,de
101424,pl
101425,nl
101426,et
101427,it
101428,fr
101429,ca
101430,sk
101431,hu
101432,de
101433,lt
101434,pt
101435,pl
101436,nl
101437,en
101438,es
101439,es
101440,el
101441,it
101442,hr
101443,nl
101444,lv
101445,en
101446,pt
101447,et
101448,da
101449,hu
101450,et
101451,cs
101452,et
101453,el
101454,de
101455,pl
101456,en
101457,de
101458,fr
101459,de
101460,pl
101461,en
101462,da
101463,de
101464,ro
101465,it
101466,es
101467,it
101468,de
101469,es
101470,fr
101471,bg
101472,hr
101473,de
101474,pt
101475,sv
101476,fr
101477,en
101478,lv
101479,sv
101480,fr
101481,hu
101482,sv
101483,en
101484,fr
101485,bg
101486,en
101487,sv
101488,en
101489,sk
101490,es
101491,it
101492,sk
101493,nl
101494,nl
101495,en
101496,lt
101497,nl
101498,pl
101499,el
101500,en
101501,nl
101502,it
101503,es
101504,fi
101505,et
101506,nl
101507,it
101508,et
101509,pl
101510,da
101511,es
101512,fr
101513,pl
101514,sl
101515,nl
101516,sk
101517,hu
101518,fr
101519,en
101520,cs
101521,lt
101522,et
101523,pl
101524,cs
101525,da
101526,nl
101527,fr
101528,cs
101529,de
101530,it
101531,sv
101532,pl
101533,hu
101534,es
101535,hu
101536,it
101537,fr
101538,es
101539,et
101540,fr
101541,fr
101542,en
101543,pl
101544,sl
101545,sv
101546,pl
101547,fr
101548,el
101549,da
101550,de
101551,lv
101552,de
101553,de
101554,fi
101555,fr
101556,es
101557,it
101558,en
101559,fr
101560,hu
101561,bg
101562,et
101563,da
101564,nl
101565,lv
101566,en
101567,pl
101568,es
101569,it
101570,de
101571,en
101572,hu
101573,sv
101574,lv
101575,cs
101576,et
101577,lt
101578,pt
101579,bg
101580,bg
101581,en
101582,fr
101583,pl
101584,pt
101585,de
101586,nl
101587,en
101588,nl
101589,es
101590,de
101591,es
101592,fr
101593,de
101594,de
101595,fi
101596,sv
101597,bg
101598,en
101599,nl
101600,de
101601,sv
101602,en
101603,et
101604,nl
101605,es
101606,fr
101607,ro
101608,nl
101609,hr
101610,nl
101611,pt
101612,nl
101613,fr
101614,et
101615,es
101616,da
101617,bg
101618,pt
101619,cs
101620,es
101621,nl
101622,en
101623,sk
101624,en
101625,pl
101626,fr
101627,sl
101628,et
101629,es
101630,it
101631,es
101632,fr
101633,es
101634,nl
101635,en
101636,sk
101637,sk
101638,en
101639,en
101640,fr
101641,fr
101642,bg
101643,ro
101644,it
101645,nl
101646,fr
101647,lv
101648,it
101649,lt
101650,ca
101651,en
101652,lv
101653,nl
101654,lv
101655,es
101656,lv
101657,sk
101658,es
101659,ru
101660,en
101661,da
101662,it
101663,pt
101664,en
101665,en
101666,pt
101667,en
101668,fr
101669,fr
101670,fr
101671,nl
101672,nl
101673,it
101674,lv
101675,de
101676,pl
101677,ro
101678,hu
101679,it
101680,sk
101681,lt
101682,fr
101683,sl
101684,de
101685,pl
101686,el
101687,it
101688,cs
101689,sk
101690,it
101691,et
101692,lv
101693,pl
101694,en
101695,fr
101696,sk
101697,de
101698,lv
101699,nl
101700,nl
101701,es
101702,fr
101703,es
101704,es
101705,fr
101706,de
101707,it
101708,hu
101709,es
101710,de
101711,en
101712,nl
101713,it
101714,fr
101715,fi
101716,cs
101717,en
101718,bg
101719,nl
101720,en
101721,lt
101722,nl
101723,lt
101724,fr
101725,en
101726,hr
101727,el
101728,de
101729,fr
101730,nl
101731,pt
101732,en
101733,nl
101734,nl
101735,bg
101736,es
101737,it
101738,en
101739,de
101740,pl
101741,hr
101742,en
101743,pl
101744,nl
101745,es
101746,fr
101747,en
101748,nl
101749,de
101750,sv
101751,nl
101752,lv
101753,es
101754,it
101755,lt
101756,lv
101757,de
101758,ro
101759,pl
101760,fr
101761,de
101762,de
101763,hu
101764,it
101765,de
101766,it
101767,hu
101768,pl
101769,es
101770,af
101771,nl
101772,ro
101773,de
101774,lt
101775,et
101776,pl
101777,pl
101778,pt
101779,nl
101780,de
101781,pt
101782,sv
101783,en
101784,pt
101785,nl
101786,it
101787,it
101788,es
101789,it
101790,et
101791,it
101792,fr
101793,pl
101794,fr
101795,en
101796,de
101797,en
101798,it
101799,lv
101800,pt
101801,en
101802,hr
101803,ca
101804,fr
101805,pl
101806,nl
101807,pt
101808,bg
101809,de
101810,sl
101811,en
101812,pl
101813,fr
101814,nl
101815,es
101816,fr
101817,en
101818,en
101819,de
101820,fr
101821,cs
101822,lt
101823,nl
101824,it
101825,pl
